# ----------------------------------------,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,
# User Explorer,,,,,,,,,,,
# 20190702-20191015,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,
,,,,,,,,,,,
Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate,Country,Device,Issued,Redeemed,Expired
639024191.2,39,0:02:25,61.54%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
797250854.2,39,0:00:38,58.97%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
874836068.2,37,0:00:08,75.68%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
880690829.2,37,0:00:31,75.68%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
970573818.2,37,0:00:33,16.22%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1177279728,36,0:00:12,88.89%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1452655848,36,0:00:29,16.67%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
499812676.2,36,0:03:14,11.11%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1008311171,35,0:00:41,42.86%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1770123878,35,0:03:38,28.57%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2081409421,35,0:01:59,20.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
383247725.2,35,0:01:48,65.71%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1324234304,34,0:01:23,88.24%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1631394331,34,0:01:08,61.76%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1768998492,34,0:00:54,41.18%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1820913089,34,0:01:13,67.65%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
29189700.16,34,0:01:53,61.76%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
397739874.2,34,0:00:25,8.82%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
675564719.2,34,0:04:22,61.76%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1278029058,33,0:03:57,18.18%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1790087509,33,0:01:14,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
196940528.2,33,0:00:55,12.12%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2120514163,33,0:03:03,48.48%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
677963092.2,33,0:00:42,24.24%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1646090394,32,0:00:37,46.88%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1951832764,32,0:00:31,71.88%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
318433366.2,32,0:01:13,62.50%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
33034781.16,32,0:05:34,21.88%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
73954233.16,32,0:02:19,78.12%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
800606804.2,32,0:00:21,46.88%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1028062851,31,0:00:45,61.29%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1301214515,31,0:01:10,41.94%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
337836999.2,31,0:01:00,67.74%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
518855146.2,31,0:00:06,96.77%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
836694808.2,31,0:07:39,51.61%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1621203522,30,0:03:00,40.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
184105332.2,30,0:00:48,56.67%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
210408022.2,30,0:00:55,70.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
390033357.2,30,0:00:31,56.67%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
860295870.2,30,0:01:12,46.67%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1039652362,29,0:02:59,48.28%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1433098020,29,0:03:03,44.83%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1486520470,29,0:01:52,58.62%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1619222291,29,0:01:37,37.93%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1777915562,29,0:01:52,27.59%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
329811629.2,29,0:01:40,68.97%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
519625020.2,29,0:00:56,44.83%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1286345248,28,0:00:55,75.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1343600968,28,0:02:45,32.14%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1495874257,28,0:00:56,53.57%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1624927312,28,0:03:22,35.71%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1648081081,28,0:01:20,46.43%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
201486039.2,28,0:01:02,50.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1120106857,27,0:02:22,14.81%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1166145625,27,0:02:03,40.74%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1470039343,27,0:00:32,51.85%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1984271774,27,0:01:29,55.56%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1984947945,27,0:00:29,22.22%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
226508291.2,27,0:06:45,48.15%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
517897508.2,27,0:03:58,25.93%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
54443886.16,27,0:00:57,62.96%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
714929926.2,27,0:01:19,92.59%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
8604859.157,27,0:00:19,22.22%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1139907121,26,0:01:18,46.15%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
326465112.2,26,0:02:20,38.46%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
487944330.2,26,0:01:33,38.46%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
49353411.16,26,0:02:48,57.69%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
707161720.2,26,0:01:17,46.15%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
712489322.2,26,0:06:20,26.92%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
960106166.2,26,0:01:07,65.38%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
978997454.2,26,0:01:22,26.92%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1137374319,25,0:00:55,28.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1176279882,25,0:00:48,64.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1763277170,25,0:00:08,20.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1920066137,25,0:01:37,36.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1958121635,25,0:01:07,32.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2117433979,25,0:02:09,48.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2122388400,25,0:01:21,20.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
232997123.2,25,0:00:17,28.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
327337973.2,25,0:02:26,36.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
489109045.2,25,0:00:44,36.00%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
682069258.2,25,0:01:15,44.00%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
799115417.2,25,0:02:17,32.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
802388960.2,25,0:00:24,64.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1178357361,24,0:01:48,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1479253576,24,0:01:04,12.50%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1510946924,24,0:02:52,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,N,Y
1623743889,24,0:01:50,41.67%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1804262152,24,0:04:20,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1913150255,24,0:03:33,25.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
199775671.2,24,0:02:11,29.17%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2105683869,24,0:01:38,25.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2108473408,24,0:05:00,16.67%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
217960966.2,24,0:01:02,8.33%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
237045239.2,24,0:05:52,16.67%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
388130712.2,24,0:01:42,45.83%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
541719038.2,24,0:01:22,12.50%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
649042207.2,24,0:00:49,50.00%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
658714506.2,24,0:03:43,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
70782859.16,24,0:00:19,58.33%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
804665471.2,24,0:00:40,45.83%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
958549229.2,24,0:01:58,41.67%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
964022703.2,24,0:03:24,45.83%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
10239479.16,23,0:00:57,34.78%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1161176381,23,0:05:53,13.04%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1173860746,23,0:01:44,39.13%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1350005573,23,0:01:30,65.22%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1595490872,23,0:00:34,47.83%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
161965586.2,23,0:05:49,21.74%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1623295451,23,0:03:34,26.09%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1649043482,23,0:02:08,65.22%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1757375014,23,0:01:25,47.83%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1766377253,23,0:00:22,43.48%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1797150975,23,0:00:44,52.17%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1945175926,23,0:02:52,26.09%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1973134554,23,0:00:57,30.43%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2087084933,23,0:02:58,34.78%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
333915892.2,23,0:02:35,17.39%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
338062413.2,23,0:01:28,39.13%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
369720697.2,23,0:00:45,47.83%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
395957201.2,23,0:01:30,34.78%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
521965051.2,23,0:00:29,56.52%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
542949320.2,23,0:03:26,17.39%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
62877212.16,23,0:00:35,30.43%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
656133879.2,23,0:02:48,34.78%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
695771992.2,23,0:00:40,30.43%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
77567666.16,23,0:01:13,30.43%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
798236743.2,23,0:02:55,43.48%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
823388857.2,23,0:00:35,13.04%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
8327316.157,23,0:03:01,56.52%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
976563954.2,23,0:01:26,52.17%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1002280975,22,0:01:34,40.91%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1035065300,22,0:04:05,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1133884837,22,0:02:39,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1140688269,22,0:01:52,18.18%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1158933740,22,0:02:51,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1281284123,22,0:01:34,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1334884142,22,0:01:42,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1339888960,22,0:00:51,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1438328377,22,0:02:17,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1475973772,22,0:01:30,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1501267169,22,0:00:31,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1947056340,22,0:00:51,59.09%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1949831897,22,0:05:03,9.09%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1960366733,22,0:00:26,50.00%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
2073258504,22,0:02:31,13.64%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2081543617,22,0:01:19,31.82%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2123780540,22,0:05:02,18.18%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2129589709,22,0:00:36,27.27%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
35551989.15,22,0:00:40,36.36%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
366215654.2,22,0:01:15,40.91%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
40933785.16,22,0:01:14,40.91%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
41139719.16,22,0:01:27,31.82%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
516857184.2,22,0:00:53,31.82%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
531850076.2,22,0:01:33,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
61573815.16,22,0:03:56,18.18%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
660182595.2,22,0:02:42,45.45%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
670361044.2,22,0:01:29,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
801365148.2,22,0:01:24,36.36%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
817757942.2,22,0:03:58,9.09%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
853893112.2,22,0:01:04,22.73%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
861627961.2,22,0:02:04,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
963056298.2,22,0:00:34,50.00%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
996705947.2,22,0:00:49,27.27%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
10091042.16,21,0:01:13,9.52%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1011036471,21,0:02:32,23.81%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1115346475,21,0:00:40,76.19%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1152132200,21,0:02:34,9.52%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1159454172,21,0:00:33,76.19%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1319804419,21,0:00:33,80.95%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1332020258,21,0:01:18,42.86%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1346758969,21,0:01:01,57.14%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1461369437,21,0:00:28,52.38%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1616504740,21,0:01:55,28.57%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1641963458,21,0:01:02,38.10%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1756260111,21,0:00:37,19.05%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1775412772,21,0:01:25,66.67%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1788291393,21,0:00:56,57.14%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1789875566,21,0:01:42,38.10%,$0.00,0,0.00%,US,Apple iPhone,N,N,N
1807851338,21,0:03:10,28.57%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1915115422,21,0:02:20,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
1932637661,21,0:01:44,19.05%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1951812814,21,0:01:40,33.33%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
1997219290,21,0:00:08,23.81%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2085450142,21,0:01:53,23.81%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
2089275001,21,0:02:31,38.10%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
2129669128,21,0:05:49,14.29%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
214831684.2,21,0:00:51,9.52%,$0.00,0,0.00%,US,Apple iPhone,Y,Y,N
334800709.2,21,0:04:33,42.86%,$0.00,0,0.00%,US,Apple iPhone,Y,N,N
364015662.2,21,0:01:58,38.10%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note9,Y,Y,N
382312463.2,21,0:00:22,71.43%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note10,N,N,N
46082071.16,21,0:01:12,71.43%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note11,N,N,N
477648935.2,21,0:01:12,19.05%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note12,Y,Y,N
484636827.2,21,0:02:25,28.57%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note13,Y,N,Y
495618139.2,21,0:02:45,28.57%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note14,N,N,N
509825941.2,21,0:01:40,28.57%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note15,Y,Y,N
675255833.2,21,0:00:31,38.10%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note16,Y,Y,N
684679245.2,21,0:01:30,38.10%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note17,Y,Y,N
688209906.2,21,0:06:03,42.86%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note18,Y,N,N
691062177.2,21,0:02:15,28.57%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note19,Y,Y,N
694209240.2,21,0:02:36,9.52%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note20,N,N,N
697982310.2,21,0:00:36,80.95%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note21,N,N,N
703231922.2,21,0:02:51,14.29%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note22,Y,N,N
710504364.2,21,0:00:39,33.33%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note23,Y,N,N
711163315.2,21,0:02:09,9.52%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note24,Y,Y,N
814629346.2,21,0:00:33,9.52%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note25,Y,Y,N
821941150.2,21,0:00:47,52.38%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note26,Y,N,N
825989061.2,21,0:00:55,52.38%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note27,Y,Y,N
859242811.2,21,0:01:04,23.81%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note28,Y,N,N
866749461.2,21,0:01:45,42.86%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note29,Y,Y,N
998458931.2,21,0:02:15,33.33%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note30,N,N,N
999798742.2,21,0:03:07,66.67%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note31,N,N,N
1011790521,20,0:01:02,30.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note32,Y,N,N
1025826364,20,0:00:54,35.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note33,Y,Y,N
1127135944,20,0:05:20,25.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note34,Y,Y,N
1130524245,20,0:00:54,75.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note35,Y,N,N
1185795857,20,0:00:53,50.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note36,Y,Y,N
1306059926,20,0:00:07,85.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note37,N,N,N
1310453152,20,0:02:13,35.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note38,N,N,N
1312950497,20,0:01:20,10.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note39,Y,N,N
1316004048,20,0:00:45,35.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note40,Y,N,N
1436701848,20,0:01:10,30.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note41,Y,Y,N
1445226063,20,0:01:34,65.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note42,Y,Y,N
1461759016,20,0:02:05,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note43,Y,N,N
1463204670,20,0:03:53,55.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note44,Y,Y,N
1619282917,20,0:02:13,70.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note45,Y,N,N
1640569978,20,0:08:41,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note46,Y,Y,N
1643287907,20,0:00:58,40.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note47,Y,Y,N
1671136539,20,0:00:32,70.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note48,Y,N,N
1758292147,20,0:01:34,80.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note49,Y,Y,N
1773683186,20,0:03:56,25.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note50,Y,N,N
177833072.2,20,0:01:57,35.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note51,Y,Y,N
1808602948,20,0:00:50,45.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note52,N,N,N
1821221429,20,0:00:47,40.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note53,N,N,N
1829531083,20,0:02:11,60.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note54,Y,Y,N
186759504.2,20,0:03:29,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note55,N,N,N
1933522176,20,0:01:47,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note56,N,N,N
1934267547,20,0:03:00,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note57,Y,N,N
1935150647,20,0:01:23,60.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note58,Y,N,N
1944458513,20,0:00:40,45.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note59,Y,Y,N
1969972652,20,0:02:29,50.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note60,Y,Y,N
1985241941,20,0:01:28,55.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note61,Y,N,N
198937227.2,20,0:02:58,65.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note62,Y,Y,N
1996817144,20,0:06:00,25.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note63,Y,N,N
2098630955,20,0:01:05,20.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note64,Y,Y,N
2106864369,20,0:05:16,45.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note65,Y,Y,N
2109000579,20,0:01:30,35.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note66,Y,N,N
211604535.2,20,0:01:02,10.00%,$0.00,0,0.00%,US,Samsung SM-N960F Galaxy Note67,Y,Y,N
